stage,statement,approval_level,budget,statement_cost,generator_name,num_covered_agents,num_remaining_agents,agent_utilities,covered_agent_ids,remaining_agent_ids,covered_agent_data,utility_distribution
generate,Bowling Green desperately needs stronger tenant rights and landlord accountability now.,4,12,11,ClosestClusterGenerator__approval_None__budget_None__cluster_size_3,,,"{277: 1.2737034667046307, 842: 0.022997321880796284, 1200: 1.0982606266995747, 411: 9.359986470558468e-06, 301: 0.018006273946078122, 85: 0.00015894817298167663, 1344: 0.14817188699292005, 329: 0.881874970051063, 1001: 1.0489288596942155, 1314: 4.455418038951109e-07, 1158: 1.0874459527299152e-06, 1542: 0.0003369228828009607, 1465: 0.09611496908217432, 1649: 0.037338667394134384, 1654: 4.0425405306465656e-05, 1505: 0.6840601176532956, 314: 5.791665490407002, 67: 0.5665568436447248, 1132: 0.5651417913790153, 1047: 0.1482206028052797, 746: 0.8875414146946623, 493: 0.0011719892297277212, 1371: 0.07587636059793479, 323: 0.00043089104664673084}",,,,"{0: 24.0, 1: 4.0, 2: 1.0, 3: 1.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,We urgently need a traffic light at Natcher School for safety.,4,12,11,TagNNGenerator__approval_None__budget_None__cluster_size_3,,,"{277: 4.565312689520826, 842: 0.9631478329526563, 1200: 3.294505311113305e-06, 411: 1.1886906597676141, 301: 0.6956886005962816, 329: 0.0024889308577979996, 85: 2.7331680925015833, 1344: 0.005227682264511757, 1001: 0.3965237772186, 1314: 1.647249948666385e-07, 1158: 4.922288872588526, 1542: 1.5172940590870312, 1465: 0.8561991079896178, 1649: 0.09559825776235498, 1654: 0.9046674538176864, 1505: 3.0682853240530985, 1371: 0.08714179682450696, 314: 0.12242468186180189, 67: 4.569496290851571e-05, 1132: 0.8617263769257387, 1047: 0.0024804393460936547, 746: 1.0224538728334205, 493: 1.9993326646522696, 323: 1.859118629608079}",,,,"{0: 24.0, 1: 9.0, 2: 4.0, 3: 3.0, 3.5: 2.0, 4: 2.0, 4.5: 2.0}"
generate,Stop ignoring traffic issues—unsafe intersections and congestion demand immediate action now!,4,12,11,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 4.636630056470175, 842: 0.9384852131237278, 1200: 5.151207380393874e-05, 411: 2.9245319010858837, 301: 1.2460144004330937, 329: 0.2229827758472822, 85: 3.216180738066087, 1344: 0.014107875011261095, 1001: 1.1072480627870818, 1314: 1.5297512145906467e-08, 1158: 3.63018546827839, 1542: 5.179946009943374, 1465: 0.9626669265244066, 1649: 1.0190401052767435, 1654: 3.1985293886001367, 1505: 4.195442653935131, 1371: 2.9683893268893433, 314: 1.0011161008127298, 67: 0.00043212173414697297, 1132: 1.00661376106313, 1047: 0.02298391914437259, 746: 4.111735670540765, 493: 4.083732613024233, 323: 3.35498609655646}",,,,"{0: 24.0, 1: 16.0, 2: 11.0, 3: 9.0, 3.5: 6.0, 4: 5.0, 4.5: 2.0, 5: 1.0}"
nominate_best,Traffic flow improvements are urgently needed; congestion makes driving unsafe and frustrating.,4,12,12,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 1.1675230226570066, 842: 0.18325834754729442, 1200: 3.126653116836131e-05, 411: 1.315018544073026, 301: 2.209070857566361, 329: 0.0005531142028711855, 85: 4.532354440293976, 1001: 0.979672553431707, 1344: 0.060421114329264, 1314: 6.85217359519541e-08, 1158: 4.098300529854313, 1542: 4.365223569636228, 1465: 0.6845934243947036, 1649: 1.4671639954840703, 1654: 4.086908249959321, 1505: 4.2066814284740355, 1371: 4.022201012885102, 314: 0.18618419994371715, 67: 0.02312790512704954, 1047: 0.0230105786489323, 1132: 0.07675035805499619, 746: 3.2110204702630805, 493: 5.147698031460271, 323: 3.3393828913819803}",,,,
add_to_slate,Traffic flow improvements are urgently needed; congestion makes driving unsafe and frustrating.,4,12,12,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,3,21,"{277: 1.1675230226570066, 842: 0.18325834754729442, 1200: 3.126653116836131e-05, 411: 1.315018544073026, 301: 2.209070857566361, 329: 0.0005531142028711855, 85: 4.532354440293976, 1001: 0.979672553431707, 1344: 0.060421114329264, 1314: 6.85217359519541e-08, 1158: 4.098300529854313, 1542: 4.365223569636228, 1465: 0.6845934243947036, 1649: 1.4671639954840703, 1654: 4.086908249959321, 1505: 4.2066814284740355, 1371: 4.022201012885102, 314: 0.18618419994371715, 67: 0.02312790512704954, 1047: 0.0230105786489323, 1132: 0.07675035805499619, 746: 3.2110204702630805, 493: 5.147698031460271, 323: 3.3393828913819803}","[493, 85, 1542]","[277, 842, 1200, 411, 301, 329, 1344, 1001, 1314, 1158, 1465, 1649, 1654, 1505, 1371, 314, 67, 1132, 1047, 746, 323]","['- Local fuel prices need to investigated.\n- Refugees should be required to learn and speak english.\n- WKU should consider building a parking structure at the Chestnut St lot.\n- The Bowling Green/Warren County Airport needs to be relocated outside of the city limits.\n- The Barren River water front needs to be improved on both sides of the river and include  canoeing and kayaking water features in the river.\n- Bowling Green is in need of an ice rink for recreation and sport.\n- Traffic congestion on Fairview Ave and Cemetery Rd needs to be improved during evening rush hours.', '- Something needs to be done to improve traffic flow', ""- Traffic flow on Cavemill Rd during peek hours (3pm - 5pm)\n- The traffic intersection at Scottsville Rd and Pascoe Blvd needs some immediate attention as far as congestion.  It's very unsafe.""]",
generate,Warren County must prioritize new schools to address severe overcrowding issues.,4,12,11,TagNNGenerator__approval_None__budget_None__cluster_size_3,,,"{277: 1.1939110178170282, 1200: 2.1457163508098454e-05, 842: 5.732347242483856, 411: 0.00021011779411239662, 301: 0.7995234973999632, 329: 1.0123032409368227, 1344: 1.037257273104874, 1001: 1.0903789827629264, 1314: 1.8229899811927908e-09, 1158: 0.014094058652176833, 1465: 1.8665589373534377, 1649: 0.9560942386912074, 1654: 0.0015187654907319326, 1505: 0.5664351076798134, 1371: 0.32102758595411596, 67: 0.005234335916419086, 314: 0.9509941349296593, 1132: 2.349907677286856, 1047: 0.22273398713162884, 746: 0.5051754087035139, 323: 0.79501411057685}",,,,"{0: 21.0, 1: 7.0, 2: 2.0, 3: 1.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"We absolutely need faster, affordable internet expanded countywide to underserved areas.",4,12,11,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{842: 1.0931181151491591, 1200: 0.00020370743730158125, 277: 0.6393624399158946, 411: 0.0005491645129260814, 301: 0.07756485217852349, 329: 0.22581789941398533, 1344: 0.8290935794675475, 1001: 4.088965443730289, 1158: 3.544583054382322e-05, 1465: 0.7408677650230436, 1314: 1.970441598775352e-08, 1649: 4.05831798035803, 1654: 8.9783791539233e-06, 1505: 0.8562791445276023, 1371: 0.014064907602077459, 314: 1.9391614331408606, 67: 3.25308535164963, 1132: 1.0410813668000356, 1047: 4.762689655717602, 746: 0.27116709688558405, 323: 3.6190827283662212}",,,,"{0: 21.0, 1: 8.0, 2: 5.0, 3: 5.0, 3.5: 4.0, 4: 3.0, 4.5: 1.0}"
generate,We desperately need a traffic light by Natcher School for safety!,4,12,11,TagNNGenerator__approval_None__budget_None__cluster_size_3,,,"{842: 0.6805366238309485, 1200: 1.0139319249535816e-05, 411: 3.6012677291177093, 301: 0.9187421013871336, 329: 0.0067132155341568245, 1344: 0.060127857368115656, 277: 4.3713479647589395, 1001: 0.03739537519378722, 1314: 5.074121408599197e-07, 1158: 5.357765050121941, 1465: 0.1850269226414759, 1649: 0.0474448065846782, 1654: 0.9399193943082516, 1505: 2.7006976062280152, 1371: 0.011027646970743543, 67: 0.0001241146873827148, 1047: 0.0031780322595054145, 314: 0.03962796161555737, 1132: 1.0259740136886526, 746: 1.1791319593362748, 323: 1.1943041369884226}",,,,"{0: 21.0, 1: 7.0, 2: 4.0, 3: 3.0, 3.5: 3.0, 4: 2.0, 4.5: 1.0, 5: 1.0}"
generate,Bowling Green schools need redistricting for fairness and better accessibility.,4,12,10,ClosestClusterGenerator__approval_None__budget_None__cluster_size_3,,,"{842: 2.1969350764270197, 277: 3.0792383265020096, 1200: 0.07588818800506325, 301: 0.4451039256212944, 411: 0.0001607328463870683, 329: 1.3532562266867738, 1344: 0.9440020278891885, 1001: 0.9827009341995583, 1314: 9.676629941779424e-09, 1158: 0.060460564120781934, 1465: 4.5984256017436484, 1654: 0.018088768479534556, 1649: 0.7820082215215023, 1505: 0.44519211575325257, 1371: 0.6226581458356124, 314: 1.3070674998915033, 67: 0.22331709046059323, 1132: 3.275636163852145, 1047: 0.18277972926490627, 746: 0.9726399354485584, 323: 0.3537034497546614}",,,,"{0: 21.0, 1: 6.0, 2: 4.0, 3: 3.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0}"
generate,"We desperately need faster, more accessible internet for everyone, especially underserved areas.",4,12,12,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{842: 0.9098722794291615, 277: 1.0285250578073581, 411: 0.00020512810874762089, 301: 0.06038195046804484, 329: 0.3778087631063237, 1344: 0.7349795477433094, 1001: 3.4768685561487107, 1200: 0.0002611975328341565, 1314: 2.517844077676301e-08, 1158: 6.984456589420596e-06, 1465: 0.014137619280893077, 1649: 3.1648356766026726, 1654: 7.36944799739625e-07, 1505: 0.022996093936691553, 1371: 0.0009111192305152338, 314: 2.637485107484517, 67: 3.140464670872866, 1132: 0.7880948863920916, 1047: 4.328507602855328, 746: 0.9087373829542152, 323: 3.367997585975855}",,,,"{0: 21.0, 1: 7.0, 2: 6.0, 3: 5.0, 3.5: 1.0, 4: 1.0}"
generate,A roundabout is essential to fix traffic issues at Fairview Ave.,4,12,11,WeightedNNGenerator__approval_None__budget_None__cluster_size_3,,,"{277: 0.5622427951372886, 842: 0.0004309376912152718, 1200: 2.708537057971583e-07, 411: 0.9867961656898385, 301: 0.14858152698890237, 329: 8.992017041298261e-06, 1344: 1.871613301007713e-07, 1314: 1.0095734515047639e-07, 1158: 0.006693168320069831, 1465: 0.006748922470923291, 1001: 0.029498530299251646, 1649: 0.01803400503876218, 1654: 5.80216886525886, 1505: 1.0205554441467326, 1371: 3.0075205053697522, 67: 2.468104971686813e-05, 314: 5.162347794140931e-05, 1132: 0.008620494688694746, 1047: 4.554084167440742e-05, 746: 0.09545123413226497, 323: 0.9158493823390818}",,,,"{0: 21.0, 1: 3.0, 2: 2.0, 3: 2.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,Busy roads must block left turns to prevent dangerous traffic backups.,4,12,11,WeightedNNGenerator__approval_None__budget_None__cluster_size_3,,,"{277: 0.9077922314331797, 842: 0.04756782958312966, 1200: 7.360348877050171e-07, 411: 1.0411198047281185, 301: 0.953506809100116, 329: 0.02303112187021461, 1344: 8.993444326255151e-06, 1001: 0.37949797029446375, 1314: 3.779833201988936e-08, 1465: 0.07667017178802538, 1158: 0.6021947565069842, 1649: 0.6320168756019939, 1654: 0.991542758929004, 1505: 1.8152536538736022, 1371: 2.23732644552186, 314: 0.00020386263073679523, 67: 0.00020595332356942997, 1132: 0.002491420930632815, 1047: 0.00043381844204704034, 746: 0.9879973171822347, 323: 4.988276263487702}",,,,"{0: 21.0, 1: 4.0, 2: 2.0, 3: 1.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0}"
generate,Raise driving age to 18 and fix terrible high school driver’s ed!,4,12,12,ClosestClusterGenerator__approval_None__budget_None__cluster_size_3,,,"{277: 0.8194681486304886, 842: 0.047568082451846516, 1200: 7.82959512779513e-08, 411: 0.5046063469283011, 301: 0.0110418833247109, 329: 0.008591419186600224, 1344: 0.0005539779301677594, 1001: 0.0004327470944014422, 1314: 1.7355731740664737e-08, 1158: 0.060181791084427894, 1465: 0.2251639003445316, 1649: 5.946150019725168, 1505: 0.14837633630093083, 1654: 0.0003390308034139089, 1371: 0.6241451038469418, 314: 0.00043159515308133223, 67: 2.7647002454278535e-05, 1132: 0.5655446133094293, 1047: 1.1547235415076962e-05, 746: 0.002476339751951606, 323: 0.023032135436855894}",,,,"{0: 21.0, 1: 1.0, 2: 1.0, 3: 1.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
nominate_best,Traffic flow improvements and safer intersections are urgently needed in Bowling Green.,4,12,12,WeightedNNGenerator__approval_None__budget_None__cluster_size_3,,,"{161: 1.7937951945665933, 277: 4.352334598388432, 842: 0.7333819410342179, 1200: 0.029325673757303328, 411: 3.9481732413398873, 188: 0.18443435176508527, 198: 2.991980056619605, 329: 0.28324263121305127, 301: 1.4526915573355854, 85: 3.5419942204502064, 1344: 0.011008254250185256, 1314: 5.003010339343916e-09, 1001: 0.6788852169135919, 1464: 0.4955098692006643, 1457: 6.935167163935052e-05, 1123: 0.10519571716155007, 1068: 0.4485383554077811, 1158: 4.399731643521407, 1542: 4.582921457587499, 1465: 0.5108756015628216, 1649: 1.0691291178774707, 1654: 3.4592895402449275, 1505: 4.198591558891111, 1371: 3.7851373197472635, 314: 1.4288657620707408, 67: 0.004090922509674466, 1356: 0.06126055546520337, 1132: 0.18571707283111727, 1534: 0.21067172632702746, 646: 4.897382755438937, 1516: 1.155514637122141, 1047: 0.023002882861877794, 1010: 2.8458156385020077, 746: 4.182372866279237, 493: 3.566396081164616, 323: 3.8438288106813046}",,,,
add_to_slate,Traffic flow improvements and safer intersections are urgently needed in Bowling Green.,4,12,12,WeightedNNGenerator__approval_None__budget_None__cluster_size_3,3,18,"{161: 1.7937951945665933, 277: 4.352334598388432, 842: 0.7333819410342179, 1200: 0.029325673757303328, 411: 3.9481732413398873, 188: 0.18443435176508527, 198: 2.991980056619605, 329: 0.28324263121305127, 301: 1.4526915573355854, 85: 3.5419942204502064, 1344: 0.011008254250185256, 1314: 5.003010339343916e-09, 1001: 0.6788852169135919, 1464: 0.4955098692006643, 1457: 6.935167163935052e-05, 1123: 0.10519571716155007, 1068: 0.4485383554077811, 1158: 4.399731643521407, 1542: 4.582921457587499, 1465: 0.5108756015628216, 1649: 1.0691291178774707, 1654: 3.4592895402449275, 1505: 4.198591558891111, 1371: 3.7851373197472635, 314: 1.4288657620707408, 67: 0.004090922509674466, 1356: 0.06126055546520337, 1132: 0.18571707283111727, 1534: 0.21067172632702746, 646: 4.897382755438937, 1516: 1.155514637122141, 1047: 0.023002882861877794, 1010: 2.8458156385020077, 746: 4.182372866279237, 493: 3.566396081164616, 323: 3.8438288106813046}","[1158, 277, 1505]","[842, 1200, 411, 301, 329, 1344, 1001, 1314, 1465, 1649, 1654, 1371, 314, 67, 1132, 1047, 746, 323]","['- A traffic light is needed on Cave Mill in front of Natcher School.  Operational on school days, 7:30 to 9 AM & 3 to 4:30 PM.\n- Need a traffic signal on Cave Mill in front of Natcher School, operating 8-9 AM, 3:30-4:30.', ""- Plan for people, not cars. Walking should be enjoyable, not a hazard.\n- When you prioritize the safety of people over automobile speed, all kinds of positive things happen. #slowthecars\n- Why has the Police stop enforcing parking regulations? Park any way any direction. Is it time for a separate Traffic Enforcement Division?\n- Residential Parking Permits for areas near WKU. We can rescue our yards from parking. We pay property taxes for the students' convenience,"", '- BGMU needs to be held accountable for their rates and ""averages.""\n- There needs to be a stoplight at the intersection of Shive Lane and Ken Bale Blvd to improve traffic flow. The backups there are awful.']",
generate,Roundabouts are the smartest way to fix Fairview Ave traffic issues.,4,12,11,TagNNGenerator__approval_None__budget_None__cluster_size_3,,,"{842: 0.0009117598906787094, 1200: 1.0145222346102933e-05, 411: 1.0231495855345973, 301: 0.18336316910501604, 329: 0.029497384316437225, 1344: 6.1758989396976105e-06, 1001: 0.047550607225399055, 1314: 3.9630518267053105e-07, 1649: 0.3776820551372765, 1654: 5.796582880268606, 1371: 2.7826266700458318, 314: 0.011007171452181441, 1465: 0.018175750545667668, 67: 0.0009138586384578318, 1132: 0.01415426943080933, 1047: 0.001932671161838595, 746: 0.8188683053723718, 323: 1.0072309192814275}",,,,"{0: 18.0, 1: 4.0, 2: 2.0, 3: 1.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"We desperately need better, more accessible internet options for everyone.",4,12,10,ClosestClusterGenerator__approval_None__budget_None__cluster_size_3,,,"{1200: 0.00522060793170942, 842: 0.9479389543033271, 411: 0.000788777299018828, 329: 0.857183515194571, 1344: 1.0245120686695892, 1001: 4.193699070346069, 1465: 0.28108666307941477, 301: 0.1829270418140051, 1371: 0.0007100166950005926, 1654: 7.916216710590618e-06, 314: 2.7524066943599914, 67: 4.318706743211265, 1314: 1.2763113099723e-07, 1132: 0.9542549026704694, 746: 0.8919351740029353, 1047: 3.2563990340057587, 1649: 2.963172690893546, 323: 3.3833810500685795}",,,,"{0: 18.0, 1: 7.0, 2: 6.0, 3: 4.0, 3.5: 2.0, 4: 2.0}"
generate,"Bullying in schools is rampant, and administrators are shamefully ignoring it.",4,12,11,TagNNGenerator__approval_None__budget_None__cluster_size_3,,,"{1200: 4.858220983949835e-06, 842: 0.4424492510188448, 301: 5.973290570284778, 411: 1.768439300042779e-05, 329: 0.5839196165756383, 1344: 0.9186257532972285, 1001: 0.03783410145843502, 1465: 1.1803576216302207, 1314: 2.440109836410187e-08, 1649: 0.0031850785036842133, 1654: 1.3845186785932384e-07, 1371: 2.3025819799737945e-06, 314: 0.06181640798025967, 67: 9.981710543816025e-05, 1132: 1.3919630519312174, 1047: 0.0004383237498531978, 746: 0.000932391364875107, 323: 6.190412094930764e-06}",,,,"{0: 18.0, 1: 3.0, 2: 1.0, 3: 1.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"We urgently need reliable, expanded fiber internet access for everyone.",4,12,10,WeightedNNGenerator__approval_None__budget_None__cluster_size_3,,,"{1200: 0.004070316275460173, 842: 0.8879084866346331, 411: 0.007881233597014425, 301: 0.005250103803609463, 329: 0.04794544417172253, 1344: 0.9644805659878803, 1001: 4.38524030244845, 1465: 0.5666915246851385, 1314: 1.8325494455240232e-09, 1649: 1.7152524239958302, 1654: 3.076036400040394e-07, 1371: 0.0052203509207702226, 314: 1.7611536362195381, 67: 3.3046232904576263, 1132: 0.14988748761263748, 1047: 3.2272300952830686, 746: 0.7340446304920334, 323: 3.22486388429222}",,,,"{0: 18.0, 1: 6.0, 2: 4.0, 3: 4.0, 3.5: 1.0, 4: 1.0}"
generate,"We absolutely need faster, affordable internet expanded county-wide immediately!",4,12,9,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{842: 1.0419459247318323, 1200: 0.0066933899395134056, 411: 0.00022008193975664447, 301: 0.011068279019648908, 329: 0.037340270424886635, 1344: 0.907831166593447, 1001: 3.209690315489483, 1314: 6.488687249728287e-07, 1465: 0.12016188793105931, 1649: 3.9531705471814886, 1371: 0.014069517176724, 314: 1.484651989272668, 1654: 2.908086106589991e-06, 67: 3.2126527634653232, 1132: 1.0004486583403795, 1047: 3.149664052437468, 746: 0.3218850737839727, 323: 3.212573377755708}",,,,"{0: 18.0, 1: 8.0, 2: 5.0, 3: 5.0, 3.5: 1.0}"
generate,"We desperately need faster, reliable internet options for all residents now.",4,12,11,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{842: 0.6265056058732621, 1200: 0.0005528908989427261, 411: 4.186133305483786e-05, 301: 0.008640444423883342, 329: 0.023019607582326018, 1344: 0.5016891457490468, 1001: 4.053678146597293, 1314: 1.192817700168547e-08, 1465: 0.07618893265423854, 1649: 4.179502931928204, 1654: 5.843533007687807e-05, 314: 2.060408964764061, 67: 3.5846276810748594, 1132: 0.7562356375852782, 1047: 3.1599633295351075, 746: 0.8352964162380904, 323: 3.2148935909368173, 1371: 0.014093697119603288}",,,,"{0: 18.0, 1: 6.0, 2: 6.0, 3: 5.0, 3.5: 3.0, 4: 2.0}"
